residual_fraction,expert_bpp,packed_weight_gb,total_vram_gb,active_weight_gb_per_token,roofline_tps,fits_12gb
0.0,2.15671875,8.63387118592,10.71754235392,1.1452903168,586.7507916050514,True
0.05,2.2114062499999996,8.832052049919998,10.915723217919998,1.1576766207999998,580.4729817689691,True
0.1,2.26609375,9.03023291392,11.113904081920001,1.1700629247999998,574.3280859145808,True
0.15,2.32078125,9.22841377792,11.31208494592,1.1824492288,568.311927169993,True
0.2,2.3754687500000005,9.42659464192,11.51026580992,1.1948355328,562.4205018620618,True
0.25,2.43015625,9.62477550592,11.708446673920001,1.2072218368,556.6499706311475,True
0.3,2.4848437499999996,9.822956369919998,11.906627537919999,1.2196081407999997,550.9966500873,True
