context_tokens,kv_cache_gb,total_vram_gb,headroom_gb,fits_12gb
2048,0.100663296,10.979052497920001,1.0209475020799985,True
4096,0.201326592,11.07971579392,0.9202842060799998,True
8192,0.402653184,11.281042385920001,0.7189576140799989,True
12288,0.603979776,11.48236897792,0.5176310220799998,True
16384,0.805306368,11.683695569920001,0.31630443007999887,True
32768,1.610612736,12.489001937920001,-0.48900193792000124,False
